Report Number,Date Reported,Date of Occurrence,City,Latitude,Longitude,Crime Description,Clean Category,Victim Age,Victim Gender,Weapon Used,Crime Domain,Severity,Case Closed,Date Case Closed,Crime_Hour,Crime_DayOfWeek,Crime_Month,Is_Weekend,Weapon_Risk,Lat_Round,Lon_Round,Area_Crime_Count,Area_Avg_Severity,Risk_Score,Hotspot_Level,Crime_Time_Period
2579,2020-04-18 04:00,2020-04-17 10:00:00,Jaipur,26.9124,75.7873,VANDALISM,Vandalism,33,F,Poison,Other Crime,2,No,,10,Friday,4,0,2.0,26.912,75.787,1479.0,2.310344827586207,592.6931034482759,High,Morning
2580,2020-04-18 10:00,2020-04-17 11:00:00,Patna,25.5941,85.1376,FIREARM OFFENSE,Other,59,M,,Fire Accident,1,No,,11,Friday,4,0,2.0,25.594,85.138,695.0,2.3884892086330933,279.1165467625899,High,Morning
2581,2020-04-20 04:00,2020-04-17 12:00:00,Delhi,28.7041,77.1025,FIREARM OFFENSE,Other,12,F,Poison,Fire Accident,1,Yes,2020-06-02 04:00,12,Friday,4,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Afternoon
2582,2020-04-18 23:00,2020-04-17 13:00:00,Bangalore,12.9716,77.5946,KIDNAPPING,Kidnapping,56,M,Poison,Other Crime,4,Yes,2020-06-24 23:00,13,Friday,4,0,2.0,12.972,77.595,3588.0,2.38015607580825,1436.3140468227425,,Afternoon
2583,2020-04-20 13:00,2020-04-17 14:00:00,Delhi,28.7041,77.1025,ROBBERY,Robbery,67,M,Firearm,Violent Crime,3,No,,14,Friday,4,0,5.0,28.704,77.102,5400.0,2.385925925925926,2161.715777777778,,Afternoon
2584,2020-04-20 00:00,2020-04-17 15:00:00,Pune,18.5204,73.8567,DRUG OFFENSE,Other,29,F,Knife,Other Crime,1,No,,15,Friday,4,0,3.0,18.52,73.857,2212.0,2.3589511754068715,886.1076853526222,High,Afternoon
2585,2020-04-19 19:00,2020-04-17 16:00:00,Thane,,,COUNTERFEITING,Other,69,F,,Other Crime,1,No,,16,Friday,4,0,2.0,,,,,,,Afternoon
2586,2020-04-20 00:00,2020-04-17 17:00:00,Jaipur,26.9124,75.7873,SEXUAL ASSAULT,Assault,17,F,,Violent Crime,5,No,,17,Friday,4,0,2.0,26.912,75.787,1479.0,2.310344827586207,592.6931034482759,High,Evening
2587,2020-04-19 16:00,2020-04-17 18:00:00,Hyderabad,17.385,78.4867,VEHICLE - STOLEN,Other,17,F,Firearm,Violent Crime,5,No,,18,Friday,4,0,5.0,17.385,78.487,2881.0,2.393960430406109,1154.118188129122,,Evening
2588,2020-04-18 22:00,2020-04-17 19:00:00,Delhi,28.7041,77.1025,VANDALISM,Vandalism,22,M,Firearm,Other Crime,2,Yes,2020-06-14 22:00,19,Friday,4,0,5.0,28.704,77.102,5400.0,2.385925925925926,2161.715777777778,,Evening
2589,2020-04-18 20:00,2020-04-17 20:00:00,Chennai,13.0827,80.2707,ROBBERY,Robbery,55,M,Knife,Violent Crime,3,Yes,2020-05-29 20:00,20,Friday,4,0,3.0,13.083,80.271,2493.0,2.4091456077015643,998.5227436823104,High,Evening
2590,2020-04-19 07:00,2020-04-17 21:00:00,Delhi,28.7041,77.1025,VEHICLE - STOLEN,Other,34,M,,Violent Crime,5,Yes,2020-05-03 07:00,21,Friday,4,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Night
2591,2020-04-19 11:00,2020-04-17 22:00:00,Rajkot,,,CYBERCRIME,Other,48,M,Explosives,Other Crime,1,Yes,2020-07-15 11:00,22,Friday,4,0,2.0,,,,,,,Night
2592,2020-04-18 20:00,2020-04-17 23:00:00,Lucknow,26.8467,80.9462,HOMICIDE,Homicide,14,F,Explosives,Other Crime,5,No,,23,Friday,4,0,2.0,26.847,80.946,1456.0,2.3777472527472527,583.5133241758241,High,Night
2593,2020-04-19 22:00,2020-04-18 00:00:00,Mumbai,19.076,72.8777,BURGLARY,Burglary,79,F,Knife,Other Crime,3,Yes,2020-06-21 22:00,0,Saturday,4,1,3.0,19.076,72.878,4415.0,2.3966024915062287,1767.4189807474518,,Night
2594,2020-04-21 00:00,2020-04-18 01:00:00,Kolkata,22.5726,88.3639,IDENTITY THEFT,Identity Theft,67,F,Knife,Violent Crime,2,Yes,2020-06-16 00:00,1,Saturday,4,1,3.0,22.573,88.364,2518.0,2.3669579030976964,1008.6100873709294,,Night
2595,2020-04-19 06:00,2020-04-18 02:00:00,Mumbai,19.076,72.8777,ARSON,Other,68,M,,Fire Accident,1,No,,2,Saturday,4,1,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.218980747452,,Night
2596,2020-04-18 06:00,2020-04-18 03:00:00,Hyderabad,17.385,78.4867,VANDALISM,Vandalism,48,M,Explosives,Other Crime,2,Yes,2020-07-06 06:00,3,Saturday,4,1,2.0,17.385,78.487,2881.0,2.393960430406109,1153.618188129122,,Night
2597,2020-04-18 05:00,2020-04-18 04:00:00,Lucknow,26.8467,80.9462,ARSON,Other,12,M,Other,Fire Accident,1,Yes,2020-05-04 05:00,4,Saturday,4,1,2.0,26.847,80.946,1456.0,2.3777472527472527,583.6133241758241,High,Night
2598,2020-04-18 12:00,2020-04-18 05:00:00,Chennai,13.0827,80.2707,TRAFFIC VIOLATION,Other,61,M,,Traffic Fatality,1,Yes,2020-05-06 12:00,5,Saturday,4,1,2.0,13.083,80.271,2493.0,2.4091456077015643,998.4227436823104,High,Morning
2599,2020-04-20 01:00,2020-04-18 06:00:00,Rajkot,,,DOMESTIC VIOLENCE,Other,50,F,Blunt Object,Violent Crime,5,Yes,2020-05-03 01:00,6,Saturday,4,1,3.0,,,,,,,Morning
2600,2020-04-18 17:00,2020-04-18 07:00:00,Mumbai,19.076,72.8777,ARSON,Other,41,F,Other,Fire Accident,1,Yes,2020-05-18 17:00,7,Saturday,4,1,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.218980747452,,Morning
2601,2020-04-20 13:00,2020-04-18 08:00:00,Pune,18.5204,73.8567,COUNTERFEITING,Other,32,M,Other,Other Crime,1,No,,8,Saturday,4,1,2.0,18.52,73.857,2212.0,2.3589511754068715,886.0076853526222,High,Morning
2602,2020-04-19 11:00,2020-04-18 09:00:00,Ludhiana,30.9,75.8573,BURGLARY,Burglary,78,F,Knife,Other Crime,3,No,,9,Saturday,4,1,3.0,30.9,75.857,761.0,2.3955321944809462,305.8186596583444,High,Morning
2603,2020-04-19 11:00,2020-04-18 10:00:00,Bhopal,23.2599,77.4126,PUBLIC INTOXICATION,Other,73,M,Blunt Object,Other Crime,1,No,,10,Saturday,4,1,3.0,23.26,77.413,690.0,2.408695652173913,277.42260869565223,High,Morning
2604,2020-04-19 15:00,2020-04-18 11:00:00,Mumbai,19.076,72.8777,COUNTERFEITING,Other,50,M,Blunt Object,Other Crime,1,No,,11,Saturday,4,1,3.0,19.076,72.878,4415.0,2.3966024915062287,1767.4189807474518,,Morning
2605,2020-04-18 18:00,2020-04-18 12:00:00,Mumbai,19.076,72.8777,IDENTITY THEFT,Identity Theft,40,M,Blunt Object,Violent Crime,2,Yes,2020-06-06 18:00,12,Saturday,4,1,3.0,19.076,72.878,4415.0,2.3966024915062287,1767.4189807474518,,Afternoon
2606,2020-04-20 23:00,2020-04-18 13:00:00,Delhi,28.7041,77.1025,ILLEGAL POSSESSION,Other,76,F,,Other Crime,1,No,,13,Saturday,4,1,2.0,28.704,77.102,5400.0,2.385925925925926,2161.215777777778,,Afternoon
2607,2020-04-18 23:00,2020-04-18 14:00:00,Kalyan,,,HOMICIDE,Homicide,76,F,Firearm,Other Crime,5,No,,14,Saturday,4,1,5.0,,,,,,,Afternoon
2608,2020-04-18 20:00,2020-04-18 15:00:00,Chennai,13.0827,80.2707,COUNTERFEITING,Other,72,F,Knife,Other Crime,1,No,,15,Saturday,4,1,3.0,13.083,80.271,2493.0,2.4091456077015643,998.6227436823106,High,Afternoon
2609,2020-04-20 17:00,2020-04-18 16:00:00,Bangalore,12.9716,77.5946,TRAFFIC VIOLATION,Other,59,F,Blunt Object,Traffic Fatality,1,No,,16,Saturday,4,1,3.0,12.972,77.595,3588.0,2.38015607580825,1436.6140468227422,,Afternoon
2610,2020-04-19 22:00,2020-04-18 17:00:00,Kolkata,22.5726,88.3639,BURGLARY,Burglary,41,F,Poison,Other Crime,3,No,,17,Saturday,4,1,2.0,22.573,88.364,2518.0,2.3669579030976964,1008.4100873709292,,Evening
2611,2020-04-21 13:00,2020-04-18 18:00:00,Bangalore,12.9716,77.5946,BURGLARY,Burglary,17,F,,Other Crime,3,Yes,2020-07-14 13:00,18,Saturday,4,1,2.0,12.972,77.595,3588.0,2.38015607580825,1436.4140468227424,,Evening
2612,2020-04-20 09:00,2020-04-18 19:00:00,Surat,21.1702,72.8311,DRUG OFFENSE,Other,60,F,Knife,Other Crime,1,Yes,2020-05-28 09:00,19,Saturday,4,1,3.0,21.17,72.831,1111.0,2.2997299729973,445.7899189918992,High,Evening
2613,2020-04-21 03:00,2020-04-18 20:00:00,Kolkata,22.5726,88.3639,VANDALISM,Vandalism,55,F,Firearm,Other Crime,2,Yes,2020-05-27 03:00,20,Saturday,4,1,5.0,22.573,88.364,2518.0,2.3669579030976964,1009.0100873709292,,Evening
2614,2020-04-19 18:00,2020-04-18 21:00:00,Ahmedabad,23.0225,72.5714,KIDNAPPING,Kidnapping,21,F,Other,Other Crime,4,Yes,2020-05-02 18:00,21,Saturday,4,1,2.0,23.022,72.571,1817.0,2.4446890478811225,728.0334067143644,High,Night
2615,2020-04-21 04:00,2020-04-18 22:00:00,Bangalore,12.9716,77.5946,DOMESTIC VIOLENCE,Other,70,F,,Violent Crime,5,Yes,2020-06-18 04:00,22,Saturday,4,1,2.0,12.972,77.595,3588.0,2.38015607580825,1436.4140468227424,,Night
2616,2020-04-20 23:00,2020-04-18 23:00:00,Rajkot,,,DOMESTIC VIOLENCE,Other,29,F,Knife,Violent Crime,5,Yes,2020-07-03 23:00,23,Saturday,4,1,3.0,,,,,,,Night
2617,2020-04-20 23:00,2020-04-19 00:00:00,Meerut,28.9845,77.7064,ASSAULT,Assault,44,F,Explosives,Violent Crime,5,Yes,2020-07-12 23:00,0,Sunday,4,1,2.0,28.984,77.706,395.0,2.551898734177215,159.26556962025316,High,Night
2618,2020-04-20 03:00,2020-04-19 01:00:00,Nagpur,21.1458,79.0882,TRAFFIC VIOLATION,Other,11,F,,Traffic Fatality,1,Yes,2020-04-30 03:00,1,Sunday,4,1,2.0,21.146,79.088,1053.0,2.375118708452042,422.4125356125356,High,Night
2619,2020-04-20 17:00,2020-04-19 02:00:00,Ghaziabad,28.6692,77.4538,IDENTITY THEFT,Identity Theft,36,F,Other,Violent Crime,2,Yes,2020-06-23 17:00,2,Sunday,4,1,2.0,28.669,77.454,704.0,2.375,282.8125,High,Night
2620,2020-04-21 02:00,2020-04-19 03:00:00,Jaipur,26.9124,75.7873,TRAFFIC VIOLATION,Other,65,M,Knife,Traffic Fatality,1,Yes,2020-04-30 02:00,3,Sunday,4,1,3.0,26.912,75.787,1479.0,2.310344827586207,592.993103448276,High,Night
2621,2020-04-19 10:00,2020-04-19 04:00:00,Agra,,,ARSON,Other,18,M,Poison,Fire Accident,1,Yes,2020-06-23 10:00,4,Sunday,4,1,2.0,,,,,,,Night
2622,2020-04-22 03:00,2020-04-19 05:00:00,Pune,18.5204,73.8567,HOMICIDE,Homicide,10,F,,Other Crime,5,Yes,2021-07-19 03:00,5,Sunday,4,1,2.0,18.52,73.857,2212.0,2.3589511754068715,886.0076853526222,High,Morning
2623,2020-04-20 06:00,2020-04-19 06:00:00,Mumbai,19.076,72.8777,IDENTITY THEFT,Identity Theft,58,M,Explosives,Violent Crime,2,Yes,2020-07-09 06:00,6,Sunday,4,1,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.218980747452,,Morning
2624,2020-04-21 21:00,2020-04-19 07:00:00,Pune,18.5204,73.8567,FIREARM OFFENSE,Other,66,M,Explosives,Fire Accident,1,No,,7,Sunday,4,1,2.0,18.52,73.857,2212.0,2.3589511754068715,886.0076853526222,High,Morning
2625,2020-04-20 15:00,2020-04-19 08:00:00,Delhi,28.7041,77.1025,ASSAULT,Assault,61,M,Poison,Violent Crime,5,Yes,2020-05-18 15:00,8,Sunday,4,1,2.0,28.704,77.102,5400.0,2.385925925925926,2161.215777777778,,Morning
2626,2020-04-21 11:00,2020-04-19 09:00:00,Bangalore,12.9716,77.5946,BURGLARY,Burglary,50,F,Knife,Other Crime,3,No,,9,Sunday,4,1,3.0,12.972,77.595,3588.0,2.38015607580825,1436.6140468227422,,Morning
2627,2020-04-21 08:00,2020-04-19 10:00:00,Delhi,28.7041,77.1025,ILLEGAL POSSESSION,Other,33,M,Poison,Other Crime,1,No,,10,Sunday,4,1,2.0,28.704,77.102,5400.0,2.385925925925926,2161.215777777778,,Morning
2628,2020-04-21 15:00,2020-04-19 11:00:00,Pune,18.5204,73.8567,COUNTERFEITING,Other,52,M,Explosives,Other Crime,1,Yes,2020-06-20 15:00,11,Sunday,4,1,2.0,18.52,73.857,2212.0,2.3589511754068715,886.0076853526222,High,Morning
2629,2020-04-20 18:00,2020-04-19 12:00:00,Kolkata,22.5726,88.3639,IDENTITY THEFT,Identity Theft,68,M,,Violent Crime,2,No,,12,Sunday,4,1,2.0,22.573,88.364,2518.0,2.3669579030976964,1008.4100873709292,,Afternoon
2630,2020-04-19 17:00,2020-04-19 13:00:00,Chennai,13.0827,80.2707,EXTORTION,Other,26,F,Poison,Other Crime,1,No,,13,Sunday,4,1,2.0,13.083,80.271,2493.0,2.4091456077015643,998.4227436823104,High,Afternoon
2631,2020-04-19 15:00,2020-04-19 14:00:00,Ahmedabad,23.0225,72.5714,SHOPLIFTING,Other,29,F,Poison,Other Crime,1,No,,14,Sunday,4,1,2.0,23.022,72.571,1817.0,2.4446890478811225,728.0334067143644,High,Afternoon
2632,2020-04-19 21:00,2020-04-19 15:00:00,Pune,18.5204,73.8567,KIDNAPPING,Kidnapping,46,F,Blunt Object,Other Crime,4,No,,15,Sunday,4,1,3.0,18.52,73.857,2212.0,2.3589511754068715,886.2076853526222,High,Afternoon
2633,2020-04-22 10:00,2020-04-19 16:00:00,Indore,,,EXTORTION,Other,63,F,Blunt Object,Other Crime,1,Yes,2020-05-28 10:00,16,Sunday,4,1,3.0,,,,,,,Afternoon
2634,2020-04-22 12:00,2020-04-19 17:00:00,Chennai,13.0827,80.2707,DOMESTIC VIOLENCE,Other,22,F,Knife,Violent Crime,5,No,,17,Sunday,4,1,3.0,13.083,80.271,2493.0,2.4091456077015643,998.6227436823106,High,Evening
2635,2020-04-21 07:00,2020-04-19 18:00:00,Kanpur,26.4499,80.3319,IDENTITY THEFT,Identity Theft,27,M,Explosives,Violent Crime,2,No,,18,Sunday,4,1,2.0,26.45,80.332,1112.0,2.372302158273381,446.011690647482,High,Evening
2636,2020-04-20 21:00,2020-04-19 19:00:00,Lucknow,26.8467,80.9462,ASSAULT,Assault,28,F,,Violent Crime,5,Yes,2020-06-03 21:00,19,Sunday,4,1,2.0,26.847,80.946,1456.0,2.3777472527472527,583.6133241758241,High,Evening
2637,2020-04-20 23:00,2020-04-19 20:00:00,Thane,,,DOMESTIC VIOLENCE,Other,75,F,Knife,Violent Crime,5,No,,20,Sunday,4,1,3.0,,,,,,,Evening
2638,2020-04-20 07:00,2020-04-19 21:00:00,Chennai,13.0827,80.2707,VEHICLE - STOLEN,Other,76,F,Blunt Object,Violent Crime,5,No,,21,Sunday,4,1,3.0,13.083,80.271,2493.0,2.4091456077015643,998.6227436823106,High,Night
2639,2020-04-21 06:00,2020-04-19 22:00:00,Nagpur,21.1458,79.0882,HOMICIDE,Homicide,19,F,Poison,Other Crime,5,Yes,2021-07-05 06:00,22,Sunday,4,1,2.0,21.146,79.088,1053.0,2.375118708452042,422.4125356125356,High,Night
2640,2020-04-20 23:00,2020-04-19 23:00:00,Nashik,,,HOMICIDE,Homicide,60,F,Explosives,Other Crime,5,Yes,2021-11-13 23:00,23,Sunday,4,1,2.0,,,,,,,Night
2641,2020-04-20 01:00,2020-04-20 00:00:00,Delhi,28.7041,77.1025,VEHICLE - STOLEN,Other,44,F,Firearm,Violent Crime,5,Yes,2020-06-09 01:00,0,Monday,4,0,5.0,28.704,77.102,5400.0,2.385925925925926,2161.715777777778,,Night
2642,2020-04-20 08:00,2020-04-20 01:00:00,Chennai,13.0827,80.2707,IDENTITY THEFT,Identity Theft,54,M,Other,Violent Crime,2,Yes,2020-06-06 08:00,1,Monday,4,0,2.0,13.083,80.271,2493.0,2.4091456077015643,998.3227436823104,High,Night
2643,2020-04-21 20:00,2020-04-20 02:00:00,Delhi,28.7041,77.1025,EXTORTION,Other,76,M,Blunt Object,Other Crime,1,No,,2,Monday,4,0,3.0,28.704,77.102,5400.0,2.385925925925926,2161.315777777778,,Night
2644,2020-04-20 14:00,2020-04-20 03:00:00,Delhi,28.7041,77.1025,IDENTITY THEFT,Identity Theft,63,M,Knife,Violent Crime,2,Yes,2020-06-13 14:00,3,Monday,4,0,3.0,28.704,77.102,5400.0,2.385925925925926,2161.315777777778,,Night
2645,2020-04-22 16:00,2020-04-20 04:00:00,Jaipur,26.9124,75.7873,ROBBERY,Robbery,24,F,Knife,Violent Crime,3,Yes,2020-09-02 16:00,4,Monday,4,0,3.0,26.912,75.787,1479.0,2.310344827586207,592.893103448276,High,Night
2646,2020-04-20 18:00,2020-04-20 05:00:00,Mumbai,19.076,72.8777,SHOPLIFTING,Other,28,F,Other,Other Crime,1,Yes,2020-05-26 18:00,5,Monday,4,0,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.118980747452,,Morning
2647,2020-04-22 19:00,2020-04-20 06:00:00,Nagpur,21.1458,79.0882,IDENTITY THEFT,Identity Theft,79,M,Explosives,Violent Crime,2,Yes,2020-04-29 19:00,6,Monday,4,0,2.0,21.146,79.088,1053.0,2.375118708452042,422.3125356125356,High,Morning
2648,2020-04-20 11:00,2020-04-20 07:00:00,Lucknow,26.8467,80.9462,TRAFFIC VIOLATION,Other,26,F,,Traffic Fatality,1,No,,7,Monday,4,0,2.0,26.847,80.946,1456.0,2.3777472527472527,583.5133241758241,High,Morning
2649,2020-04-21 17:00,2020-04-20 08:00:00,Delhi,28.7041,77.1025,BURGLARY,Burglary,33,M,,Other Crime,3,Yes,2020-10-09 17:00,8,Monday,4,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Morning
2650,2020-04-22 10:00,2020-04-20 09:00:00,Hyderabad,17.385,78.4867,KIDNAPPING,Kidnapping,23,F,Explosives,Other Crime,4,No,,9,Monday,4,0,2.0,17.385,78.487,2881.0,2.393960430406109,1153.518188129122,,Morning
2651,2020-04-22 01:00,2020-04-20 10:00:00,Mumbai,19.076,72.8777,CYBERCRIME,Other,70,M,Firearm,Other Crime,1,Yes,2020-06-21 01:00,10,Monday,4,0,5.0,19.076,72.878,4415.0,2.3966024915062287,1767.718980747452,,Morning
2652,2020-04-22 10:00,2020-04-20 11:00:00,Pune,18.5204,73.8567,FRAUD,Other,52,F,Poison,Other Crime,1,Yes,2020-05-26 10:00,11,Monday,4,0,2.0,18.52,73.857,2212.0,2.3589511754068715,885.9076853526221,High,Morning
2653,2020-04-21 18:00,2020-04-20 12:00:00,Kolkata,22.5726,88.3639,ROBBERY,Robbery,60,M,Knife,Violent Crime,3,Yes,2020-09-01 18:00,12,Monday,4,0,3.0,22.573,88.364,2518.0,2.3669579030976964,1008.5100873709292,,Afternoon
2654,2020-04-22 17:00,2020-04-20 13:00:00,Jaipur,26.9124,75.7873,VANDALISM,Vandalism,26,F,Firearm,Other Crime,2,No,,13,Monday,4,0,5.0,26.912,75.787,1479.0,2.310344827586207,593.2931034482759,High,Afternoon
2655,2020-04-22 21:00,2020-04-20 14:00:00,Mumbai,19.076,72.8777,ILLEGAL POSSESSION,Other,63,F,Explosives,Other Crime,1,Yes,2020-05-24 21:00,14,Monday,4,0,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.118980747452,,Afternoon
2656,2020-04-23 13:00,2020-04-20 15:00:00,Mumbai,19.076,72.8777,VEHICLE - STOLEN,Other,62,F,,Violent Crime,5,No,,15,Monday,4,0,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.118980747452,,Afternoon
2657,2020-04-22 17:00,2020-04-20 16:00:00,Pune,18.5204,73.8567,TRAFFIC VIOLATION,Other,52,F,Blunt Object,Traffic Fatality,1,No,,16,Monday,4,0,3.0,18.52,73.857,2212.0,2.3589511754068715,886.1076853526222,High,Afternoon
2658,2020-04-22 00:00,2020-04-20 17:00:00,Kolkata,22.5726,88.3639,COUNTERFEITING,Other,46,F,Poison,Other Crime,1,Yes,2020-05-18 00:00,17,Monday,4,0,2.0,22.573,88.364,2518.0,2.3669579030976964,1008.3100873709292,,Evening
2659,2020-04-21 15:00,2020-04-20 18:00:00,Hyderabad,17.385,78.4867,ROBBERY,Robbery,77,F,Blunt Object,Violent Crime,3,Yes,2020-09-14 15:00,18,Monday,4,0,3.0,17.385,78.487,2881.0,2.393960430406109,1153.718188129122,,Evening
2660,2020-04-21 15:00,2020-04-20 19:00:00,Kanpur,26.4499,80.3319,TRAFFIC VIOLATION,Other,60,M,,Traffic Fatality,1,Yes,2020-05-07 15:00,19,Monday,4,0,2.0,26.45,80.332,1112.0,2.372302158273381,445.911690647482,High,Evening
2661,2020-04-23 11:00,2020-04-20 20:00:00,Ahmedabad,23.0225,72.5714,DRUG OFFENSE,Other,20,M,,Other Crime,1,Yes,2020-05-29 11:00,20,Monday,4,0,2.0,23.022,72.571,1817.0,2.4446890478811225,727.9334067143644,High,Evening
2662,2020-04-23 18:00,2020-04-20 21:00:00,Kolkata,22.5726,88.3639,ROBBERY,Robbery,43,F,Firearm,Violent Crime,3,No,,21,Monday,4,0,5.0,22.573,88.364,2518.0,2.3669579030976964,1008.9100873709292,,Night
2663,2020-04-22 18:00,2020-04-20 22:00:00,Mumbai,19.076,72.8777,DRUG OFFENSE,Other,10,M,Poison,Other Crime,1,No,,22,Monday,4,0,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.118980747452,,Night
2664,2020-04-23 08:00,2020-04-20 23:00:00,Visakhapatnam,17.6868,83.2185,TRAFFIC VIOLATION,Other,66,F,,Traffic Fatality,1,Yes,2020-05-18 08:00,23,Monday,4,0,2.0,17.687,83.218,728.0,2.342032967032967,292.30260989010986,High,Night
2665,2020-04-22 17:00,2020-04-21 00:00:00,Lucknow,26.8467,80.9462,PUBLIC INTOXICATION,Other,34,M,Explosives,Other Crime,1,No,,0,Tuesday,4,0,2.0,26.847,80.946,1456.0,2.3777472527472527,583.5133241758241,High,Night
2666,2020-04-22 14:00,2020-04-21 01:00:00,Delhi,28.7041,77.1025,FRAUD,Other,64,F,Other,Other Crime,1,Yes,2020-04-30 14:00,1,Tuesday,4,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Night
2667,2020-04-24 00:00,2020-04-21 02:00:00,Surat,21.1702,72.8311,PUBLIC INTOXICATION,Other,73,F,Firearm,Other Crime,1,Yes,2020-05-18 00:00,2,Tuesday,4,0,5.0,21.17,72.831,1111.0,2.2997299729973,446.0899189918992,High,Night
2668,2020-04-22 09:00,2020-04-21 03:00:00,Kanpur,26.4499,80.3319,ILLEGAL POSSESSION,Other,21,M,Blunt Object,Other Crime,1,Yes,2020-05-27 09:00,3,Tuesday,4,0,3.0,26.45,80.332,1112.0,2.372302158273381,446.111690647482,High,Night
2669,2020-04-22 05:00,2020-04-21 04:00:00,Jaipur,26.9124,75.7873,IDENTITY THEFT,Identity Theft,29,F,Poison,Violent Crime,2,Yes,2020-05-27 05:00,4,Tuesday,4,0,2.0,26.912,75.787,1479.0,2.310344827586207,592.6931034482759,High,Night
2670,2020-04-22 21:00,2020-04-21 05:00:00,Ludhiana,30.9,75.8573,ARSON,Other,19,M,Explosives,Fire Accident,1,No,,5,Tuesday,4,0,2.0,30.9,75.857,761.0,2.3955321944809462,305.5186596583443,High,Morning
2671,2020-04-23 01:00,2020-04-21 06:00:00,Hyderabad,17.385,78.4867,CYBERCRIME,Other,40,F,Blunt Object,Other Crime,1,No,,6,Tuesday,4,0,3.0,17.385,78.487,2881.0,2.393960430406109,1153.718188129122,,Morning
2672,2020-04-23 03:00,2020-04-21 07:00:00,Kalyan,,,TRAFFIC VIOLATION,Other,16,F,Explosives,Traffic Fatality,1,No,,7,Tuesday,4,0,2.0,,,,,,,Morning
2673,2020-04-23 21:00,2020-04-21 08:00:00,Bhopal,23.2599,77.4126,VEHICLE - STOLEN,Other,17,M,Blunt Object,Violent Crime,5,Yes,2020-05-04 21:00,8,Tuesday,4,0,3.0,23.26,77.413,690.0,2.408695652173913,277.3226086956522,High,Morning
2674,2020-04-23 16:00,2020-04-21 09:00:00,Mumbai,19.076,72.8777,DRUG OFFENSE,Other,38,M,Firearm,Other Crime,1,Yes,2020-05-18 16:00,9,Tuesday,4,0,5.0,19.076,72.878,4415.0,2.3966024915062287,1767.718980747452,,Morning
2675,2020-04-22 17:00,2020-04-21 10:00:00,Jaipur,26.9124,75.7873,EXTORTION,Other,44,M,Poison,Other Crime,1,Yes,2020-07-06 17:00,10,Tuesday,4,0,2.0,26.912,75.787,1479.0,2.310344827586207,592.6931034482759,High,Morning
2676,2020-04-22 01:00,2020-04-21 11:00:00,Delhi,28.7041,77.1025,SEXUAL ASSAULT,Assault,70,F,Blunt Object,Violent Crime,5,No,,11,Tuesday,4,0,3.0,28.704,77.102,5400.0,2.385925925925926,2161.315777777778,,Morning
2677,2020-04-22 12:00,2020-04-21 12:00:00,Pune,18.5204,73.8567,DRUG OFFENSE,Other,75,M,Poison,Other Crime,1,Yes,2020-05-30 12:00,12,Tuesday,4,0,2.0,18.52,73.857,2212.0,2.3589511754068715,885.9076853526221,High,Afternoon
2678,2020-04-22 00:00,2020-04-21 13:00:00,Chennai,13.0827,80.2707,BURGLARY,Burglary,47,F,Blunt Object,Other Crime,3,No,,13,Tuesday,4,0,3.0,13.083,80.271,2493.0,2.4091456077015643,998.5227436823104,High,Afternoon
2679,2020-04-22 06:00,2020-04-21 14:00:00,Meerut,28.9845,77.7064,BURGLARY,Burglary,70,M,,Other Crime,3,No,,14,Tuesday,4,0,2.0,28.984,77.706,395.0,2.551898734177215,159.16556962025317,High,Afternoon
2680,2020-04-23 01:00,2020-04-21 15:00:00,Delhi,28.7041,77.1025,ARSON,Other,32,F,Blunt Object,Fire Accident,1,Yes,2020-07-10 01:00,15,Tuesday,4,0,3.0,28.704,77.102,5400.0,2.385925925925926,2161.315777777778,,Afternoon
2681,2020-04-21 21:00,2020-04-21 16:00:00,Delhi,28.7041,77.1025,DOMESTIC VIOLENCE,Other,75,M,Poison,Violent Crime,5,Yes,2020-06-23 21:00,16,Tuesday,4,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Afternoon
2682,2020-04-21 18:00,2020-04-21 17:00:00,Bhopal,23.2599,77.4126,EXTORTION,Other,51,F,Firearm,Other Crime,1,Yes,2020-07-06 18:00,17,Tuesday,4,0,5.0,23.26,77.413,690.0,2.408695652173913,277.7226086956522,High,Evening
2683,2020-04-23 01:00,2020-04-21 18:00:00,Pune,18.5204,73.8567,ILLEGAL POSSESSION,Other,52,F,Knife,Other Crime,1,Yes,2020-06-11 01:00,18,Tuesday,4,0,3.0,18.52,73.857,2212.0,2.3589511754068715,886.1076853526222,High,Evening
2684,2020-04-23 04:00,2020-04-21 19:00:00,Patna,25.5941,85.1376,HOMICIDE,Homicide,62,F,Blunt Object,Other Crime,5,No,,19,Tuesday,4,0,3.0,25.594,85.138,695.0,2.3884892086330933,279.31654676258995,High,Evening
